Balayage;Temps;Temps;S304;S 305
3658;27/01/2023 15:48;27/01/2023 15:48;99,526;100,215
3659;27/01/2023 15:48;27/01/2023 15:48;99,528;100,221
3660;27/01/2023 15:48;27/01/2023 15:48;99,531;100,207
3661;27/01/2023 15:48;27/01/2023 15:48;99,526;100,212
3662;27/01/2023 15:48;27/01/2023 15:48;99,534;100,224
3663;27/01/2023 15:48;27/01/2023 15:48;99,528;100,218
3664;27/01/2023 15:48;27/01/2023 15:48;99,523;100,209
3665;27/01/2023 15:48;27/01/2023 15:48;99,531;100,215
3666;27/01/2023 15:48;27/01/2023 15:48;99,537;100,218
3667;27/01/2023 15:48;27/01/2023 15:48;99,531;100,221
3668;27/01/2023 15:48;27/01/2023 15:48;99,528;100,212
3669;27/01/2023 15:48;27/01/2023 15:48;99,526;100,212
3670;27/01/2023 15:49;27/01/2023 15:49;99,52;100,218
3671;27/01/2023 15:49;27/01/2023 15:49;99,528;100,218
3672;27/01/2023 15:49;27/01/2023 15:49;99,531;100,212
3673;27/01/2023 15:49;27/01/2023 15:49;99,523;100,221
3674;27/01/2023 15:49;27/01/2023 15:49;99,523;100,218
3675;27/01/2023 15:49;27/01/2023 15:49;99,528;100,218
3676;27/01/2023 15:49;27/01/2023 15:49;99,531;100,215
3677;27/01/2023 15:49;27/01/2023 15:49;99,526;100,221
3678;27/01/2023 15:49;27/01/2023 15:49;99,526;100,215
3679;27/01/2023 15:49;27/01/2023 15:49;99,526;100,218
3680;27/01/2023 15:49;27/01/2023 15:49;99,528;100,218
3681;27/01/2023 15:49;27/01/2023 15:49;99,523;100,215
3682;27/01/2023 15:50;27/01/2023 15:50;99,523;100,215
3683;27/01/2023 15:50;27/01/2023 15:50;99,526;100,218
3684;27/01/2023 15:50;27/01/2023 15:50;99,526;100,215
3685;27/01/2023 15:50;27/01/2023 15:50;99,526;100,215
3686;27/01/2023 15:50;27/01/2023 15:50;99,528;100,209
3687;27/01/2023 15:50;27/01/2023 15:50;99,52;100,215
3688;27/01/2023 15:50;27/01/2023 15:50;99,52;100,215
3689;27/01/2023 15:50;27/01/2023 15:50;99,528;100,207
3690;27/01/2023 15:50;27/01/2023 15:50;99,531;100,218
3691;27/01/2023 15:50;27/01/2023 15:50;99,52;100,212
3692;27/01/2023 15:50;27/01/2023 15:50;99,523;100,204
3693;27/01/2023 15:50;27/01/2023 15:50;99,528;100,212
3694;27/01/2023 15:51;27/01/2023 15:51;99,531;100,215
3695;27/01/2023 15:51;27/01/2023 15:51;99,526;100,209
3696;27/01/2023 15:51;27/01/2023 15:51;99,523;100,209
3697;27/01/2023 15:51;27/01/2023 15:51;99,52;100,207
3698;27/01/2023 15:51;27/01/2023 15:51;99,523;100,201
3699;27/01/2023 15:51;27/01/2023 15:51;99,523;100,212
3700;27/01/2023 15:51;27/01/2023 15:51;99,517;100,207
3701;27/01/2023 15:51;27/01/2023 15:51;99,523;100,209
3702;27/01/2023 15:51;27/01/2023 15:51;99,52;100,204
3703;27/01/2023 15:51;27/01/2023 15:51;99,514;100,212
3704;27/01/2023 15:51;27/01/2023 15:51;99,528;100,207
3705;27/01/2023 15:51;27/01/2023 15:51;99,531;100,215
3706;27/01/2023 15:52;27/01/2023 15:52;99,528;100,212
3707;27/01/2023 15:52;27/01/2023 15:52;99,528;100,218
3708;27/01/2023 15:52;27/01/2023 15:52;99,52;100,218
3709;27/01/2023 15:52;27/01/2023 15:52;99,523;100,209
3710;27/01/2023 15:52;27/01/2023 15:52;99,526;100,215
3711;27/01/2023 15:52;27/01/2023 15:52;99,523;100,212
3712;27/01/2023 15:52;27/01/2023 15:52;99,531;100,212
3713;27/01/2023 15:52;27/01/2023 15:52;99,531;100,224
3714;27/01/2023 15:52;27/01/2023 15:52;99,528;100,221
3715;27/01/2023 15:52;27/01/2023 15:52;99,526;100,221
3716;27/01/2023 15:52;27/01/2023 15:52;99,523;100,218
3717;27/01/2023 15:52;27/01/2023 15:52;99,523;100,218
3718;27/01/2023 15:53;27/01/2023 15:53;99,517;100,218
3719;27/01/2023 15:53;27/01/2023 15:53;99,526;100,212
3720;27/01/2023 15:53;27/01/2023 15:53;99,528;100,215
3721;27/01/2023 15:53;27/01/2023 15:53;99,52;100,224
3722;27/01/2023 15:53;27/01/2023 15:53;99,526;100,224
3723;27/01/2023 15:53;27/01/2023 15:53;99,528;100,221
3724;27/01/2023 15:53;27/01/2023 15:53;99,52;100,241
3725;27/01/2023 15:53;27/01/2023 15:53;99,517;100,235
3726;27/01/2023 15:53;27/01/2023 15:53;99,523;100,227
3727;27/01/2023 15:53;27/01/2023 15:53;99,534;100,218
3728;27/01/2023 15:53;27/01/2023 15:53;99,52;100,221
3729;27/01/2023 15:53;27/01/2023 15:53;99,534;100,235
3730;27/01/2023 15:54;27/01/2023 15:54;99,526;100,246
3731;27/01/2023 15:54;27/01/2023 15:54;99,526;100,246
3732;27/01/2023 15:54;27/01/2023 15:54;99,528;100,218
3733;27/01/2023 15:54;27/01/2023 15:54;99,523;100,221
3734;27/01/2023 15:54;27/01/2023 15:54;99,526;100,221
3735;27/01/2023 15:54;27/01/2023 15:54;99,531;100,215
3736;27/01/2023 15:54;27/01/2023 15:54;99,526;100,215
3737;27/01/2023 15:54;27/01/2023 15:54;99,528;100,221
3738;27/01/2023 15:54;27/01/2023 15:54;99,528;100,212
3739;27/01/2023 15:54;27/01/2023 15:54;99,523;100,212
3740;27/01/2023 15:54;27/01/2023 15:54;99,528;100,209
3741;27/01/2023 15:54;27/01/2023 15:54;99,534;100,218
3742;27/01/2023 15:55;27/01/2023 15:55;99,523;100,207
3743;27/01/2023 15:55;27/01/2023 15:55;99,531;100,215
3744;27/01/2023 15:55;27/01/2023 15:55;99,526;100,212
3745;27/01/2023 15:55;27/01/2023 15:55;99,531;100,215
3746;27/01/2023 15:55;27/01/2023 15:55;99,523;100,218
3747;27/01/2023 15:55;27/01/2023 15:55;99,531;100,209
3748;27/01/2023 15:55;27/01/2023 15:55;99,528;100,209
3749;27/01/2023 15:55;27/01/2023 15:55;99,534;100,209
3750;27/01/2023 15:55;27/01/2023 15:55;99,526;100,221
3751;27/01/2023 15:55;27/01/2023 15:55;99,517;100,221
3752;27/01/2023 15:55;27/01/2023 15:55;99,531;100,218
3753;27/01/2023 15:55;27/01/2023 15:55;99,517;100,215
3754;27/01/2023 15:56;27/01/2023 15:56;99,52;100,218
3755;27/01/2023 15:56;27/01/2023 15:56;99,531;100,212
3756;27/01/2023 15:56;27/01/2023 15:56;99,528;100,221
3757;27/01/2023 15:56;27/01/2023 15:56;99,523;100,218
3758;27/01/2023 15:56;27/01/2023 15:56;99,517;100,218
3759;27/01/2023 15:56;27/01/2023 15:56;99,523;100,221
3760;27/01/2023 15:56;27/01/2023 15:56;99,52;100,221
3761;27/01/2023 15:56;27/01/2023 15:56;99,523;100,212
3762;27/01/2023 15:56;27/01/2023 15:56;99,526;100,212
3763;27/01/2023 15:56;27/01/2023 15:56;99,526;100,209
3764;27/01/2023 15:56;27/01/2023 15:56;99,523;100,218
3765;27/01/2023 15:56;27/01/2023 15:56;99,52;100,207
3766;27/01/2023 15:57;27/01/2023 15:57;99,517;100,218
3767;27/01/2023 15:57;27/01/2023 15:57;99,523;100,212
3768;27/01/2023 15:57;27/01/2023 15:57;99,52;100,229
3769;27/01/2023 15:57;27/01/2023 15:57;99,523;100,232
3770;27/01/2023 15:57;27/01/2023 15:57;99,52;100,235
3771;27/01/2023 15:57;27/01/2023 15:57;99,526;100,235
3772;27/01/2023 15:57;27/01/2023 15:57;99,517;100,215
3773;27/01/2023 15:57;27/01/2023 15:57;99,526;100,221
3774;27/01/2023 15:57;27/01/2023 15:57;99,526;100,221
3775;27/01/2023 15:57;27/01/2023 15:57;99,52;100,229
3776;27/01/2023 15:57;27/01/2023 15:57;99,523;100,221
3777;27/01/2023 15:57;27/01/2023 15:57;99,526;100,209
3778;27/01/2023 15:58;27/01/2023 15:58;99,526;100,212
3779;27/01/2023 15:58;27/01/2023 15:58;99,528;100,218
3780;27/01/2023 15:58;27/01/2023 15:58;99,526;100,209
3781;27/01/2023 15:58;27/01/2023 15:58;99,526;100,221
3782;27/01/2023 15:58;27/01/2023 15:58;99,531;100,224
3783;27/01/2023 15:58;27/01/2023 15:58;99,523;100,227
3784;27/01/2023 15:58;27/01/2023 15:58;99,523;100,229
3785;27/01/2023 15:58;27/01/2023 15:58;99,523;100,224
3786;27/01/2023 15:58;27/01/2023 15:58;99,523;100,215
3787;27/01/2023 15:58;27/01/2023 15:58;99,514;100,221
3788;27/01/2023 15:58;27/01/2023 15:58;99,523;100,221
3789;27/01/2023 15:58;27/01/2023 15:58;99,526;100,229
3790;27/01/2023 15:59;27/01/2023 15:59;99,52;100,224
3791;27/01/2023 15:59;27/01/2023 15:59;99,517;100,187
3792;27/01/2023 15:59;27/01/2023 15:59;99,494;100,152
3793;27/01/2023 15:59;27/01/2023 15:59;99,463;100,093
3794;27/01/2023 15:59;27/01/2023 15:59;99,42;100,004
3795;27/01/2023 15:59;27/01/2023 15:59;99,346;99,867
3796;27/01/2023 15:59;27/01/2023 15:59;99,263;99,722
3797;27/01/2023 15:59;27/01/2023 15:59;99,155;99,548
3798;27/01/2023 15:59;27/01/2023 15:59;99,015;99,337
3799;27/01/2023 15:59;27/01/2023 15:59;98,847;99,098
3800;27/01/2023 15:59;27/01/2023 15:59;98,656;98,827
3801;27/01/2023 15:59;27/01/2023 15:59;98,431;98,534
3802;27/01/2023 16:00;27/01/2023 16:00;98,195;98,198
3803;27/01/2023 16:00;27/01/2023 16:00;97,93;97,853
3804;27/01/2023 16:00;27/01/2023 16:00;97,639;97,491
3805;27/01/2023 16:00;27/01/2023 16:00;97,332;97,109
3806;27/01/2023 16:00;27/01/2023 16:00;97,007;96,725
3807;27/01/2023 16:00;27/01/2023 16:00;96,659;96,309
3808;27/01/2023 16:00;27/01/2023 16:00;96,3;95,904
3809;27/01/2023 16:00;27/01/2023 16:00;95,924;95,479
3810;27/01/2023 16:00;27/01/2023 16:00;95,542;95,043
3811;27/01/2023 16:00;27/01/2023 16:00;95,16;94,613
3812;27/01/2023 16:00;27/01/2023 16:00;94,756;94,166
3813;27/01/2023 16:00;27/01/2023 16:00;94,345;93,724
3814;27/01/2023 16:01;27/01/2023 16:01;93,932;93,28
3815;27/01/2023 16:01;27/01/2023 16:01;93,51;92,827
3816;27/01/2023 16:01;27/01/2023 16:01;93,083;92,374
3817;27/01/2023 16:01;27/01/2023 16:01;92,661;91,92
3818;27/01/2023 16:01;27/01/2023 16:01;92,225;91,476
3819;27/01/2023 16:01;27/01/2023 16:01;91,789;91,02
3820;27/01/2023 16:01;27/01/2023 16:01;91,356;90,564
3821;27/01/2023 16:01;27/01/2023 16:01;90,923;90,12
3822;27/01/2023 16:01;27/01/2023 16:01;90,49;89,678
3823;27/01/2023 16:01;27/01/2023 16:01;90,066;89,248
3824;27/01/2023 16:01;27/01/2023 16:01;89,632;88,82
3825;27/01/2023 16:01;27/01/2023 16:01;89,214;88,402
3826;27/01/2023 16:02;27/01/2023 16:02;88,803;87,988
3827;27/01/2023 16:02;27/01/2023 16:02;88,396;87,604
3828;27/01/2023 16:02;27/01/2023 16:02;88,008;87,23
3829;27/01/2023 16:02;27/01/2023 16:02;87,626;86,86
3830;27/01/2023 16:02;27/01/2023 16:02;87,25;86,518
3831;27/01/2023 16:02;27/01/2023 16:02;86,883;86,175
3832;27/01/2023 16:02;27/01/2023 16:02;86,535;85,866
3833;27/01/2023 16:02;27/01/2023 16:02;86,195;85,548
3834;27/01/2023 16:02;27/01/2023 16:02;85,874;85,255
3835;27/01/2023 16:02;27/01/2023 16:02;85,565;84,96
3836;27/01/2023 16:02;27/01/2023 16:02;85,253;84,696
3837;27/01/2023 16:02;27/01/2023 16:02;84,966;84,438
3838;27/01/2023 16:03;27/01/2023 16:03;84,691;84,18
3839;27/01/2023 16:03;27/01/2023 16:03;84,413;83,936
3840;27/01/2023 16:03;27/01/2023 16:03;84,152;83,706
3841;27/01/2023 16:03;27/01/2023 16:03;83,908;83,493
3842;27/01/2023 16:03;27/01/2023 16:03;83,678;83,275
3843;27/01/2023 16:03;27/01/2023 16:03;83,437;83,085
3844;27/01/2023 16:03;27/01/2023 16:03;83,224;82,898
3845;27/01/2023 16:03;27/01/2023 16:03;83,011;82,699
3846;27/01/2023 16:03;27/01/2023 16:03;82,807;82,523
3847;27/01/2023 16:03;27/01/2023 16:03;82,617;82,37
3848;27/01/2023 16:03;27/01/2023 16:03;82,429;82,211
3849;27/01/2023 16:03;27/01/2023 16:03;82,256;82,061
3850;27/01/2023 16:04;27/01/2023 16:04;82,106;81,924
3851;27/01/2023 16:04;27/01/2023 16:04;81,936;81,785
3852;27/01/2023 16:04;27/01/2023 16:04;81,791;81,669
3853;27/01/2023 16:04;27/01/2023 16:04;81,649;81,561
3854;27/01/2023 16:04;27/01/2023 16:04;81,519;81,453
3855;27/01/2023 16:04;27/01/2023 16:04;81,385;81,348
3856;27/01/2023 16:04;27/01/2023 16:04;81,263;81,26
3857;27/01/2023 16:04;27/01/2023 16:04;81,155;81,15
3858;27/01/2023 16:04;27/01/2023 16:04;81,042;81,073
3859;27/01/2023 16:04;27/01/2023 16:04;80,954;81,005
3860;27/01/2023 16:04;27/01/2023 16:04;80,852;80,92
3861;27/01/2023 16:04;27/01/2023 16:04;80,77;80,858
3862;27/01/2023 16:05;27/01/2023 16:05;80,682;80,787
3863;27/01/2023 16:05;27/01/2023 16:05;80,599;80,73
3864;27/01/2023 16:05;27/01/2023 16:05;80,528;80,684
3865;27/01/2023 16:05;27/01/2023 16:05;80,46;80,648
3866;27/01/2023 16:05;27/01/2023 16:05;80,395;80,588
3867;27/01/2023 16:05;27/01/2023 16:05;80,333;80,526
3868;27/01/2023 16:05;27/01/2023 16:05;80,282;80,491
3869;27/01/2023 16:05;27/01/2023 16:05;80,239;80,455
3870;27/01/2023 16:05;27/01/2023 16:05;80,185;80,418
3871;27/01/2023 16:05;27/01/2023 16:05;80,137;80,389
3872;27/01/2023 16:05;27/01/2023 16:05;80,097;80,369
3873;27/01/2023 16:05;27/01/2023 16:05;80,063;80,338
3874;27/01/2023 16:06;27/01/2023 16:06;80,035;80,318
3875;27/01/2023 16:06;27/01/2023 16:06;79,989;80,304
3876;27/01/2023 16:06;27/01/2023 16:06;79,972;80,287
3877;27/01/2023 16:06;27/01/2023 16:06;79,941;80,267
3878;27/01/2023 16:06;27/01/2023 16:06;79,913;80,256
3879;27/01/2023 16:06;27/01/2023 16:06;79,901;80,242
3880;27/01/2023 16:06;27/01/2023 16:06;79,881;80,236
3881;27/01/2023 16:06;27/01/2023 16:06;79,862;80,222
3882;27/01/2023 16:06;27/01/2023 16:06;79,842;80,211
3883;27/01/2023 16:06;27/01/2023 16:06;79,828;80,213
3884;27/01/2023 16:06;27/01/2023 16:06;79,811;80,205
3885;27/01/2023 16:06;27/01/2023 16:06;79,793;80,202
3886;27/01/2023 16:07;27/01/2023 16:07;79,788;80,188
3887;27/01/2023 16:07;27/01/2023 16:07;79,776;80,194
3888;27/01/2023 16:07;27/01/2023 16:07;79,768;80,194
3889;27/01/2023 16:07;27/01/2023 16:07;79,757;80,188
3890;27/01/2023 16:07;27/01/2023 16:07;79,751;80,191
3891;27/01/2023 16:07;27/01/2023 16:07;79,745;80,182
3892;27/01/2023 16:07;27/01/2023 16:07;79,745;80,191
3893;27/01/2023 16:07;27/01/2023 16:07;79,74;80,194
3894;27/01/2023 16:07;27/01/2023 16:07;79,734;80,191
3895;27/01/2023 16:07;27/01/2023 16:07;79,728;80,202
3896;27/01/2023 16:07;27/01/2023 16:07;79,723;80,191
3897;27/01/2023 16:07;27/01/2023 16:07;79,723;80,194
3898;27/01/2023 16:08;27/01/2023 16:08;79,711;80,199
3899;27/01/2023 16:08;27/01/2023 16:08;79,717;80,191
3900;27/01/2023 16:08;27/01/2023 16:08;79,706;80,182
3901;27/01/2023 16:08;27/01/2023 16:08;79,7;80,188
3902;27/01/2023 16:08;27/01/2023 16:08;79,706;80,179
3903;27/01/2023 16:08;27/01/2023 16:08;79,694;80,182
3904;27/01/2023 16:08;27/01/2023 16:08;79,703;80,182
3905;27/01/2023 16:08;27/01/2023 16:08;79,703;80,191
3906;27/01/2023 16:08;27/01/2023 16:08;79,691;80,188
3907;27/01/2023 16:08;27/01/2023 16:08;79,688;80,188
3908;27/01/2023 16:08;27/01/2023 16:08;79,686;80,191
3909;27/01/2023 16:08;27/01/2023 16:08;79,694;80,188
3910;27/01/2023 16:09;27/01/2023 16:09;79,686;80,194
3911;27/01/2023 16:09;27/01/2023 16:09;79,683;80,191
3912;27/01/2023 16:09;27/01/2023 16:09;79,68;80,199
3913;27/01/2023 16:09;27/01/2023 16:09;79,688;80,188
3914;27/01/2023 16:09;27/01/2023 16:09;79,674;80,205
3915;27/01/2023 16:09;27/01/2023 16:09;79,683;80,191
3916;27/01/2023 16:09;27/01/2023 16:09;79,683;80,199
3917;27/01/2023 16:09;27/01/2023 16:09;79,669;80,194
3918;27/01/2023 16:09;27/01/2023 16:09;79,68;80,196
3919;27/01/2023 16:09;27/01/2023 16:09;79,674;80,196
3920;27/01/2023 16:09;27/01/2023 16:09;79,671;80,191
3921;27/01/2023 16:09;27/01/2023 16:09;79,666;80,194
3922;27/01/2023 16:10;27/01/2023 16:10;79,666;80,191
3923;27/01/2023 16:10;27/01/2023 16:10;79,663;80,191
3924;27/01/2023 16:10;27/01/2023 16:10;79,66;80,199
3925;27/01/2023 16:10;27/01/2023 16:10;79,657;80,199
3926;27/01/2023 16:10;27/01/2023 16:10;79,663;80,191
3927;27/01/2023 16:10;27/01/2023 16:10;79,657;80,191
3928;27/01/2023 16:10;27/01/2023 16:10;79,66;80,185
3929;27/01/2023 16:10;27/01/2023 16:10;79,652;80,196
3930;27/01/2023 16:10;27/01/2023 16:10;79,657;80,188
3931;27/01/2023 16:10;27/01/2023 16:10;79,649;80,188
3932;27/01/2023 16:10;27/01/2023 16:10;79,649;80,196
3933;27/01/2023 16:10;27/01/2023 16:10;79,646;80,191
3934;27/01/2023 16:11;27/01/2023 16:11;79,649;80,188
3935;27/01/2023 16:11;27/01/2023 16:11;79,646;80,182
3936;27/01/2023 16:11;27/01/2023 16:11;79,635;80,179
3937;27/01/2023 16:11;27/01/2023 16:11;79,635;80,188
3938;27/01/2023 16:11;27/01/2023 16:11;79,635;80,179
3939;27/01/2023 16:11;27/01/2023 16:11;79,637;80,185
3940;27/01/2023 16:11;27/01/2023 16:11;79,632;80,188
3941;27/01/2023 16:11;27/01/2023 16:11;79,635;80,179
3942;27/01/2023 16:11;27/01/2023 16:11;79,635;80,188
3943;27/01/2023 16:11;27/01/2023 16:11;79,623;80,174
3944;27/01/2023 16:11;27/01/2023 16:11;79,635;80,179
3945;27/01/2023 16:11;27/01/2023 16:11;79,629;80,188
3946;27/01/2023 16:12;27/01/2023 16:12;79,62;80,179
3947;27/01/2023 16:12;27/01/2023 16:12;79,626;80,182
3948;27/01/2023 16:12;27/01/2023 16:12;79,626;80,177
3949;27/01/2023 16:12;27/01/2023 16:12;79,62;80,179
3950;27/01/2023 16:12;27/01/2023 16:12;79,623;80,174
3951;27/01/2023 16:12;27/01/2023 16:12;79,62;80,182
3952;27/01/2023 16:12;27/01/2023 16:12;79,626;80,174
3953;27/01/2023 16:12;27/01/2023 16:12;79,615;80,174
3954;27/01/2023 16:12;27/01/2023 16:12;79,615;80,174
3955;27/01/2023 16:12;27/01/2023 16:12;79,612;80,168
3956;27/01/2023 16:12;27/01/2023 16:12;79,609;80,171
3957;27/01/2023 16:12;27/01/2023 16:12;79,618;80,174
3958;27/01/2023 16:13;27/01/2023 16:13;79,606;80,171
3959;27/01/2023 16:13;27/01/2023 16:13;79,612;80,174
3960;27/01/2023 16:13;27/01/2023 16:13;79,606;80,174
3961;27/01/2023 16:13;27/01/2023 16:13;79,603;80,174
3962;27/01/2023 16:13;27/01/2023 16:13;79,603;80,177
3963;27/01/2023 16:13;27/01/2023 16:13;79,603;80,165
3964;27/01/2023 16:13;27/01/2023 16:13;79,609;80,177
3965;27/01/2023 16:13;27/01/2023 16:13;79,601;80,177
3966;27/01/2023 16:13;27/01/2023 16:13;79,603;80,177
3967;27/01/2023 16:13;27/01/2023 16:13;79,598;80,174
3968;27/01/2023 16:13;27/01/2023 16:13;79,598;80,171
3969;27/01/2023 16:13;27/01/2023 16:13;79,601;80,177
3970;27/01/2023 16:14;27/01/2023 16:14;79,598;80,174
3971;27/01/2023 16:14;27/01/2023 16:14;79,598;80,174
3972;27/01/2023 16:14;27/01/2023 16:14;79,598;80,174
3973;27/01/2023 16:14;27/01/2023 16:14;79,606;80,177
3974;27/01/2023 16:14;27/01/2023 16:14;79,601;80,174
3975;27/01/2023 16:14;27/01/2023 16:14;79,598;80,171
3976;27/01/2023 16:14;27/01/2023 16:14;79,601;80,174
3977;27/01/2023 16:14;27/01/2023 16:14;79,592;80,179
3978;27/01/2023 16:14;27/01/2023 16:14;79,598;80,182
3979;27/01/2023 16:14;27/01/2023 16:14;79,601;80,179
3980;27/01/2023 16:14;27/01/2023 16:14;79,592;80,179
3981;27/01/2023 16:14;27/01/2023 16:14;79,601;80,171
3982;27/01/2023 16:15;27/01/2023 16:15;79,595;80,162
3983;27/01/2023 16:15;27/01/2023 16:15;79,598;80,165
3984;27/01/2023 16:15;27/01/2023 16:15;79,601;80,157
3985;27/01/2023 16:15;27/01/2023 16:15;79,589;80,171
3986;27/01/2023 16:15;27/01/2023 16:15;79,592;80,168
3987;27/01/2023 16:15;27/01/2023 16:15;79,595;80,177
3988;27/01/2023 16:15;27/01/2023 16:15;79,586;80,179
3989;27/01/2023 16:15;27/01/2023 16:15;79,589;80,174
3990;27/01/2023 16:15;27/01/2023 16:15;79,589;80,174
3991;27/01/2023 16:15;27/01/2023 16:15;79,586;80,165
3992;27/01/2023 16:15;27/01/2023 16:15;79,584;80,168
3993;27/01/2023 16:15;27/01/2023 16:15;79,589;80,171
3994;27/01/2023 16:16;27/01/2023 16:16;79,589;80,174
3995;27/01/2023 16:16;27/01/2023 16:16;79,584;80,174
3996;27/01/2023 16:16;27/01/2023 16:16;79,592;80,171
3997;27/01/2023 16:16;27/01/2023 16:16;79,581;80,171
3998;27/01/2023 16:16;27/01/2023 16:16;79,592;80,174
3999;27/01/2023 16:16;27/01/2023 16:16;79,578;80,168
4000;27/01/2023 16:16;27/01/2023 16:16;79,584;80,168
4001;27/01/2023 16:16;27/01/2023 16:16;79,581;80,162
4002;27/01/2023 16:16;27/01/2023 16:16;79,578;80,171
4003;27/01/2023 16:16;27/01/2023 16:16;79,581;80,168
4004;27/01/2023 16:16;27/01/2023 16:16;79,584;80,168
4005;27/01/2023 16:16;27/01/2023 16:16;79,584;80,174
4006;27/01/2023 16:17;27/01/2023 16:17;79,581;80,16
4007;27/01/2023 16:17;27/01/2023 16:17;79,578;80,16
4008;27/01/2023 16:17;27/01/2023 16:17;79,581;80,165
4009;27/01/2023 16:17;27/01/2023 16:17;79,584;80,168
4010;27/01/2023 16:17;27/01/2023 16:17;79,581;80,16
4011;27/01/2023 16:17;27/01/2023 16:17;79,586;80,165
4012;27/01/2023 16:17;27/01/2023 16:17;79,589;80,165
4013;27/01/2023 16:17;27/01/2023 16:17;79,586;80,165
4014;27/01/2023 16:17;27/01/2023 16:17;79,586;80,174
4015;27/01/2023 16:17;27/01/2023 16:17;79,592;80,162
4016;27/01/2023 16:17;27/01/2023 16:17;79,589;80,174
4017;27/01/2023 16:17;27/01/2023 16:17;79,586;80,171
4018;27/01/2023 16:18;27/01/2023 16:18;79,584;80,168
4019;27/01/2023 16:18;27/01/2023 16:18;79,589;80,174
4020;27/01/2023 16:18;27/01/2023 16:18;79,586;80,171
4021;27/01/2023 16:18;27/01/2023 16:18;79,584;80,174
4022;27/01/2023 16:18;27/01/2023 16:18;79,586;80,174
4023;27/01/2023 16:18;27/01/2023 16:18;79,586;80,168
4024;27/01/2023 16:18;27/01/2023 16:18;79,584;80,165
4025;27/01/2023 16:18;27/01/2023 16:18;79,586;80,174
4026;27/01/2023 16:18;27/01/2023 16:18;79,584;80,171
4027;27/01/2023 16:18;27/01/2023 16:18;79,589;80,171
4028;27/01/2023 16:18;27/01/2023 16:18;79,586;80,162
4029;27/01/2023 16:18;27/01/2023 16:18;79,586;80,165
4030;27/01/2023 16:19;27/01/2023 16:19;79,586;80,168
4031;27/01/2023 16:19;27/01/2023 16:19;79,581;80,168
4032;27/01/2023 16:19;27/01/2023 16:19;79,578;80,162
4033;27/01/2023 16:19;27/01/2023 16:19;79,575;80,165
4034;27/01/2023 16:19;27/01/2023 16:19;79,575;80,168
4035;27/01/2023 16:19;27/01/2023 16:19;79,584;80,171
4036;27/01/2023 16:19;27/01/2023 16:19;79,575;80,174
4037;27/01/2023 16:19;27/01/2023 16:19;79,578;80,171
4038;27/01/2023 16:19;27/01/2023 16:19;79,581;80,162
4039;27/01/2023 16:19;27/01/2023 16:19;79,578;80,162
4040;27/01/2023 16:19;27/01/2023 16:19;79,581;80,162
4041;27/01/2023 16:19;27/01/2023 16:19;79,581;80,162
4042;27/01/2023 16:20;27/01/2023 16:20;79,581;80,177
4043;27/01/2023 16:20;27/01/2023 16:20;79,578;80,174
4044;27/01/2023 16:20;27/01/2023 16:20;79,575;80,165
4045;27/01/2023 16:20;27/01/2023 16:20;79,578;80,165
4046;27/01/2023 16:20;27/01/2023 16:20;79,581;80,168
4047;27/01/2023 16:20;27/01/2023 16:20;79,572;80,162
4048;27/01/2023 16:20;27/01/2023 16:20;79,572;80,168
4049;27/01/2023 16:20;27/01/2023 16:20;79,578;80,168
4050;27/01/2023 16:20;27/01/2023 16:20;79,578;80,16
4051;27/01/2023 16:20;27/01/2023 16:20;79,578;80,168
4052;27/01/2023 16:20;27/01/2023 16:20;79,572;80,16
4053;27/01/2023 16:20;27/01/2023 16:20;79,569;80,162
4054;27/01/2023 16:21;27/01/2023 16:21;79,581;80,157
4055;27/01/2023 16:21;27/01/2023 16:21;79,572;80,162
4056;27/01/2023 16:21;27/01/2023 16:21;79,572;80,165
4057;27/01/2023 16:21;27/01/2023 16:21;79,578;80,162
4058;27/01/2023 16:21;27/01/2023 16:21;79,578;80,157
4059;27/01/2023 16:21;27/01/2023 16:21;79,575;80,162
4060;27/01/2023 16:21;27/01/2023 16:21;79,575;80,165
4061;27/01/2023 16:21;27/01/2023 16:21;79,572;80,168
4062;27/01/2023 16:21;27/01/2023 16:21;79,578;80,168
4063;27/01/2023 16:21;27/01/2023 16:21;79,584;80,165
4064;27/01/2023 16:21;27/01/2023 16:21;79,575;80,171
4065;27/01/2023 16:21;27/01/2023 16:21;79,575;80,165
4066;27/01/2023 16:22;27/01/2023 16:22;79,578;80,16
4067;27/01/2023 16:22;27/01/2023 16:22;79,581;80,16
4068;27/01/2023 16:22;27/01/2023 16:22;79,575;80,165
4069;27/01/2023 16:22;27/01/2023 16:22;79,581;80,168
4070;27/01/2023 16:22;27/01/2023 16:22;79,581;80,165
4071;27/01/2023 16:22;27/01/2023 16:22;79,584;80,171
4072;27/01/2023 16:22;27/01/2023 16:22;79,578;80,171
4073;27/01/2023 16:22;27/01/2023 16:22;79,575;80,171
4074;27/01/2023 16:22;27/01/2023 16:22;79,581;80,179
4075;27/01/2023 16:22;27/01/2023 16:22;79,581;80,188
4076;27/01/2023 16:22;27/01/2023 16:22;79,584;80,171
4077;27/01/2023 16:22;27/01/2023 16:22;79,581;80,165
4078;27/01/2023 16:23;27/01/2023 16:23;79,586;80,16
4079;27/01/2023 16:23;27/01/2023 16:23;79,578;80,171
4080;27/01/2023 16:23;27/01/2023 16:23;79,581;80,174
