Balayage;Temps;Temps;S304;S 305
4081;27/01/2023 16:23;27/01/2023 16:23;79,578;80,177
4082;27/01/2023 16:23;27/01/2023 16:23;79,586;80,174
4083;27/01/2023 16:23;27/01/2023 16:23;79,581;80,171
4084;27/01/2023 16:23;27/01/2023 16:23;79,575;80,174
4085;27/01/2023 16:23;27/01/2023 16:23;79,575;80,177
4086;27/01/2023 16:23;27/01/2023 16:23;79,586;80,165
4087;27/01/2023 16:23;27/01/2023 16:23;79,581;80,157
4088;27/01/2023 16:23;27/01/2023 16:23;79,581;80,16
4089;27/01/2023 16:23;27/01/2023 16:23;79,586;80,165
4090;27/01/2023 16:24;27/01/2023 16:24;79,578;80,168
4091;27/01/2023 16:24;27/01/2023 16:24;79,581;80,165
4092;27/01/2023 16:24;27/01/2023 16:24;79,578;80,157
4093;27/01/2023 16:24;27/01/2023 16:24;79,578;80,16
4094;27/01/2023 16:24;27/01/2023 16:24;79,581;80,162
4095;27/01/2023 16:24;27/01/2023 16:24;79,578;80,165
4096;27/01/2023 16:24;27/01/2023 16:24;79,584;80,162
4097;27/01/2023 16:24;27/01/2023 16:24;79,586;80,168
4098;27/01/2023 16:24;27/01/2023 16:24;79,581;80,174
4099;27/01/2023 16:24;27/01/2023 16:24;79,581;80,177
4100;27/01/2023 16:24;27/01/2023 16:24;79,581;80,174
4101;27/01/2023 16:24;27/01/2023 16:24;79,584;80,179
4102;27/01/2023 16:25;27/01/2023 16:25;79,581;80,185
4103;27/01/2023 16:25;27/01/2023 16:25;79,578;80,182
4104;27/01/2023 16:25;27/01/2023 16:25;79,584;80,185
4105;27/01/2023 16:25;27/01/2023 16:25;79,581;80,174
4106;27/01/2023 16:25;27/01/2023 16:25;79,578;80,179
4107;27/01/2023 16:25;27/01/2023 16:25;79,581;80,165
4108;27/01/2023 16:25;27/01/2023 16:25;79,581;80,174
4109;27/01/2023 16:25;27/01/2023 16:25;79,581;80,168
4110;27/01/2023 16:25;27/01/2023 16:25;79,578;80,171
4111;27/01/2023 16:25;27/01/2023 16:25;79,584;80,165
4112;27/01/2023 16:25;27/01/2023 16:25;79,581;80,16
4113;27/01/2023 16:25;27/01/2023 16:25;79,581;80,16
4114;27/01/2023 16:26;27/01/2023 16:26;79,581;80,16
4115;27/01/2023 16:26;27/01/2023 16:26;79,581;80,168
4116;27/01/2023 16:26;27/01/2023 16:26;79,589;80,165
4117;27/01/2023 16:26;27/01/2023 16:26;79,584;80,174
4118;27/01/2023 16:26;27/01/2023 16:26;79,586;80,165
4119;27/01/2023 16:26;27/01/2023 16:26;79,581;80,165
4120;27/01/2023 16:26;27/01/2023 16:26;79,584;80,168
4121;27/01/2023 16:26;27/01/2023 16:26;79,584;80,165
4122;27/01/2023 16:26;27/01/2023 16:26;79,581;80,174
4123;27/01/2023 16:26;27/01/2023 16:26;79,584;80,16
4124;27/01/2023 16:26;27/01/2023 16:26;79,581;80,165
4125;27/01/2023 16:26;27/01/2023 16:26;79,584;80,165
4126;27/01/2023 16:27;27/01/2023 16:27;79,578;80,165
4127;27/01/2023 16:27;27/01/2023 16:27;79,578;80,168
4128;27/01/2023 16:27;27/01/2023 16:27;79,581;80,168
4129;27/01/2023 16:27;27/01/2023 16:27;79,584;80,157
4130;27/01/2023 16:27;27/01/2023 16:27;79,581;80,168
4131;27/01/2023 16:27;27/01/2023 16:27;79,578;80,165
4132;27/01/2023 16:27;27/01/2023 16:27;79,578;80,16
4133;27/01/2023 16:27;27/01/2023 16:27;79,578;80,165
4134;27/01/2023 16:27;27/01/2023 16:27;79,575;80,162
4135;27/01/2023 16:27;27/01/2023 16:27;79,581;80,168
4136;27/01/2023 16:27;27/01/2023 16:27;79,578;80,162
4137;27/01/2023 16:27;27/01/2023 16:27;79,581;80,168
4138;27/01/2023 16:28;27/01/2023 16:28;79,581;80,162
4139;27/01/2023 16:28;27/01/2023 16:28;79,578;80,16
4140;27/01/2023 16:28;27/01/2023 16:28;79,584;80,162
4141;27/01/2023 16:28;27/01/2023 16:28;79,584;80,168
4142;27/01/2023 16:28;27/01/2023 16:28;79,581;80,168
4143;27/01/2023 16:28;27/01/2023 16:28;79,584;80,16
4144;27/01/2023 16:28;27/01/2023 16:28;79,575;80,165
4145;27/01/2023 16:28;27/01/2023 16:28;79,578;80,165
4146;27/01/2023 16:28;27/01/2023 16:28;79,578;80,165
4147;27/01/2023 16:28;27/01/2023 16:28;79,581;80,168
4148;27/01/2023 16:28;27/01/2023 16:28;79,578;80,165
4149;27/01/2023 16:28;27/01/2023 16:28;79,584;80,157
4150;27/01/2023 16:29;27/01/2023 16:29;79,578;80,16
4151;27/01/2023 16:29;27/01/2023 16:29;79,581;80,154
4152;27/01/2023 16:29;27/01/2023 16:29;79,578;80,165
4153;27/01/2023 16:29;27/01/2023 16:29;79,578;80,165
4154;27/01/2023 16:29;27/01/2023 16:29;79,578;80,154
4155;27/01/2023 16:29;27/01/2023 16:29;79,572;80,16
4156;27/01/2023 16:29;27/01/2023 16:29;79,578;80,162
4157;27/01/2023 16:29;27/01/2023 16:29;79,575;80,157
4158;27/01/2023 16:29;27/01/2023 16:29;79,575;80,162
4159;27/01/2023 16:29;27/01/2023 16:29;79,569;80,162
4160;27/01/2023 16:29;27/01/2023 16:29;79,575;80,171
4161;27/01/2023 16:29;27/01/2023 16:29;79,581;80,162
4162;27/01/2023 16:30;27/01/2023 16:30;79,581;80,162
4163;27/01/2023 16:30;27/01/2023 16:30;79,566;80,162
4164;27/01/2023 16:30;27/01/2023 16:30;79,578;80,162
4165;27/01/2023 16:30;27/01/2023 16:30;79,578;80,165
4166;27/01/2023 16:30;27/01/2023 16:30;79,572;80,16
4167;27/01/2023 16:30;27/01/2023 16:30;79,572;80,151
4168;27/01/2023 16:30;27/01/2023 16:30;79,581;80,162
4169;27/01/2023 16:30;27/01/2023 16:30;79,578;80,162
4170;27/01/2023 16:30;27/01/2023 16:30;79,575;80,16
4171;27/01/2023 16:30;27/01/2023 16:30;79,575;80,162
4172;27/01/2023 16:30;27/01/2023 16:30;79,569;80,165
4173;27/01/2023 16:30;27/01/2023 16:30;79,572;80,16
4174;27/01/2023 16:31;27/01/2023 16:31;79,584;80,168
4175;27/01/2023 16:31;27/01/2023 16:31;79,575;80,162
4176;27/01/2023 16:31;27/01/2023 16:31;79,578;80,165
4177;27/01/2023 16:31;27/01/2023 16:31;79,575;80,162
4178;27/01/2023 16:31;27/01/2023 16:31;79,572;80,165
4179;27/01/2023 16:31;27/01/2023 16:31;79,578;80,165
4180;27/01/2023 16:31;27/01/2023 16:31;79,569;80,16
4181;27/01/2023 16:31;27/01/2023 16:31;79,572;80,16
4182;27/01/2023 16:31;27/01/2023 16:31;79,572;80,162
4183;27/01/2023 16:31;27/01/2023 16:31;79,578;80,16
4184;27/01/2023 16:31;27/01/2023 16:31;79,581;80,16
4185;27/01/2023 16:31;27/01/2023 16:31;79,575;80,162
4186;27/01/2023 16:32;27/01/2023 16:32;79,575;80,171
4187;27/01/2023 16:32;27/01/2023 16:32;79,572;80,171
4188;27/01/2023 16:32;27/01/2023 16:32;79,578;80,162
4189;27/01/2023 16:32;27/01/2023 16:32;79,569;80,165
4190;27/01/2023 16:32;27/01/2023 16:32;79,572;80,171
4191;27/01/2023 16:32;27/01/2023 16:32;79,575;80,165
4192;27/01/2023 16:32;27/01/2023 16:32;79,584;80,171
4193;27/01/2023 16:32;27/01/2023 16:32;79,578;80,168
4194;27/01/2023 16:32;27/01/2023 16:32;79,586;80,165
4195;27/01/2023 16:32;27/01/2023 16:32;79,575;80,174
4196;27/01/2023 16:32;27/01/2023 16:32;79,578;80,162
4197;27/01/2023 16:32;27/01/2023 16:32;79,581;80,16
4198;27/01/2023 16:33;27/01/2023 16:33;79,584;80,168
4199;27/01/2023 16:33;27/01/2023 16:33;79,575;80,171
4200;27/01/2023 16:33;27/01/2023 16:33;79,578;80,165
4201;27/01/2023 16:33;27/01/2023 16:33;79,581;80,168
4202;27/01/2023 16:33;27/01/2023 16:33;79,578;80,162
4203;27/01/2023 16:33;27/01/2023 16:33;79,584;80,177
4204;27/01/2023 16:33;27/01/2023 16:33;79,584;80,168
4205;27/01/2023 16:33;27/01/2023 16:33;79,578;80,177
4206;27/01/2023 16:33;27/01/2023 16:33;79,578;80,165
4207;27/01/2023 16:33;27/01/2023 16:33;79,584;80,171
4208;27/01/2023 16:33;27/01/2023 16:33;79,581;80,168
4209;27/01/2023 16:33;27/01/2023 16:33;79,578;80,165
4210;27/01/2023 16:34;27/01/2023 16:34;79,578;80,165
4211;27/01/2023 16:34;27/01/2023 16:34;79,581;80,162
4212;27/01/2023 16:34;27/01/2023 16:34;79,578;80,165
4213;27/01/2023 16:34;27/01/2023 16:34;79,581;80,157
4214;27/01/2023 16:34;27/01/2023 16:34;79,581;80,162
4215;27/01/2023 16:34;27/01/2023 16:34;79,578;80,162
4216;27/01/2023 16:34;27/01/2023 16:34;79,578;80,165
4217;27/01/2023 16:34;27/01/2023 16:34;79,575;80,165
4218;27/01/2023 16:34;27/01/2023 16:34;79,584;80,168
4219;27/01/2023 16:34;27/01/2023 16:34;79,584;80,165
4220;27/01/2023 16:34;27/01/2023 16:34;79,575;80,168
4221;27/01/2023 16:34;27/01/2023 16:34;79,581;80,165
4222;27/01/2023 16:35;27/01/2023 16:35;79,575;80,165
4223;27/01/2023 16:35;27/01/2023 16:35;79,578;80,165
4224;27/01/2023 16:35;27/01/2023 16:35;79,575;80,165
4225;27/01/2023 16:35;27/01/2023 16:35;79,581;80,168
4226;27/01/2023 16:35;27/01/2023 16:35;79,578;80,16
4227;27/01/2023 16:35;27/01/2023 16:35;79,578;80,16
4228;27/01/2023 16:35;27/01/2023 16:35;79,584;80,162
4229;27/01/2023 16:35;27/01/2023 16:35;79,578;80,16
4230;27/01/2023 16:35;27/01/2023 16:35;79,578;80,165
4231;27/01/2023 16:35;27/01/2023 16:35;79,575;80,165
4232;27/01/2023 16:35;27/01/2023 16:35;79,575;80,171
4233;27/01/2023 16:35;27/01/2023 16:35;79,575;80,16
4234;27/01/2023 16:36;27/01/2023 16:36;79,575;80,162
4235;27/01/2023 16:36;27/01/2023 16:36;79,572;80,165
4236;27/01/2023 16:36;27/01/2023 16:36;79,575;80,165
4237;27/01/2023 16:36;27/01/2023 16:36;79,575;80,162
4238;27/01/2023 16:36;27/01/2023 16:36;79,572;80,165
4239;27/01/2023 16:36;27/01/2023 16:36;79,575;80,151
4240;27/01/2023 16:36;27/01/2023 16:36;79,572;80,157
4241;27/01/2023 16:36;27/01/2023 16:36;79,575;80,16
4242;27/01/2023 16:36;27/01/2023 16:36;79,578;80,157
4243;27/01/2023 16:36;27/01/2023 16:36;79,569;80,157
4244;27/01/2023 16:36;27/01/2023 16:36;79,581;80,157
4245;27/01/2023 16:36;27/01/2023 16:36;79,572;80,157
4246;27/01/2023 16:37;27/01/2023 16:37;79,581;80,162
4247;27/01/2023 16:37;27/01/2023 16:37;79,572;80,157
4248;27/01/2023 16:37;27/01/2023 16:37;79,575;80,16
4249;27/01/2023 16:37;27/01/2023 16:37;79,581;80,157
4250;27/01/2023 16:37;27/01/2023 16:37;79,572;80,168
4251;27/01/2023 16:37;27/01/2023 16:37;79,581;80,168
4252;27/01/2023 16:37;27/01/2023 16:37;79,581;80,162
4253;27/01/2023 16:37;27/01/2023 16:37;79,581;80,154
4254;27/01/2023 16:37;27/01/2023 16:37;79,575;80,157
4255;27/01/2023 16:37;27/01/2023 16:37;79,572;80,16
4256;27/01/2023 16:37;27/01/2023 16:37;79,578;80,168
4257;27/01/2023 16:37;27/01/2023 16:37;79,581;80,168
4258;27/01/2023 16:38;27/01/2023 16:38;79,584;80,171
4259;27/01/2023 16:38;27/01/2023 16:38;79,584;80,171
4260;27/01/2023 16:38;27/01/2023 16:38;79,584;80,165
4261;27/01/2023 16:38;27/01/2023 16:38;79,581;80,162
4262;27/01/2023 16:38;27/01/2023 16:38;79,581;80,165
4263;27/01/2023 16:38;27/01/2023 16:38;79,581;80,174
4264;27/01/2023 16:38;27/01/2023 16:38;79,578;80,171
4265;27/01/2023 16:38;27/01/2023 16:38;79,584;80,179
4266;27/01/2023 16:38;27/01/2023 16:38;79,581;80,171
4267;27/01/2023 16:38;27/01/2023 16:38;79,584;80,168
4268;27/01/2023 16:38;27/01/2023 16:38;79,584;80,168
4269;27/01/2023 16:38;27/01/2023 16:38;79,581;80,168
4270;27/01/2023 16:39;27/01/2023 16:39;79,578;80,171
4271;27/01/2023 16:39;27/01/2023 16:39;79,581;80,165
4272;27/01/2023 16:39;27/01/2023 16:39;79,578;80,162
4273;27/01/2023 16:39;27/01/2023 16:39;79,586;80,157
4274;27/01/2023 16:39;27/01/2023 16:39;79,578;80,165
4275;27/01/2023 16:39;27/01/2023 16:39;79,589;80,157
4276;27/01/2023 16:39;27/01/2023 16:39;79,584;80,162
4277;27/01/2023 16:39;27/01/2023 16:39;79,586;80,162
4278;27/01/2023 16:39;27/01/2023 16:39;79,581;80,16
4279;27/01/2023 16:39;27/01/2023 16:39;79,581;80,165
4280;27/01/2023 16:39;27/01/2023 16:39;79,584;80,16
4281;27/01/2023 16:39;27/01/2023 16:39;79,586;80,168
4282;27/01/2023 16:40;27/01/2023 16:40;79,584;80,157
4283;27/01/2023 16:40;27/01/2023 16:40;79,581;80,165
4284;27/01/2023 16:40;27/01/2023 16:40;79,578;80,157
4285;27/01/2023 16:40;27/01/2023 16:40;79,584;80,157
4286;27/01/2023 16:40;27/01/2023 16:40;79,572;80,154
4287;27/01/2023 16:40;27/01/2023 16:40;79,584;80,154
4288;27/01/2023 16:40;27/01/2023 16:40;79,578;80,154
4289;27/01/2023 16:40;27/01/2023 16:40;79,578;80,157
4290;27/01/2023 16:40;27/01/2023 16:40;79,581;80,165
4291;27/01/2023 16:40;27/01/2023 16:40;79,572;80,168
4292;27/01/2023 16:40;27/01/2023 16:40;79,575;80,154
4293;27/01/2023 16:40;27/01/2023 16:40;79,575;80,165
4294;27/01/2023 16:41;27/01/2023 16:41;79,575;80,157
4295;27/01/2023 16:41;27/01/2023 16:41;79,581;80,16
4296;27/01/2023 16:41;27/01/2023 16:41;79,578;80,16
4297;27/01/2023 16:41;27/01/2023 16:41;79,581;80,16
4298;27/01/2023 16:41;27/01/2023 16:41;79,581;80,157
4299;27/01/2023 16:41;27/01/2023 16:41;79,575;80,16
4300;27/01/2023 16:41;27/01/2023 16:41;79,578;80,162
4301;27/01/2023 16:41;27/01/2023 16:41;79,578;80,162
4302;27/01/2023 16:41;27/01/2023 16:41;79,572;80,157
4303;27/01/2023 16:41;27/01/2023 16:41;79,572;80,16
4304;27/01/2023 16:41;27/01/2023 16:41;79,572;80,162
4305;27/01/2023 16:41;27/01/2023 16:41;79,578;80,16
4306;27/01/2023 16:42;27/01/2023 16:42;79,578;80,154
4307;27/01/2023 16:42;27/01/2023 16:42;79,578;80,157
4308;27/01/2023 16:42;27/01/2023 16:42;79,581;80,157
4309;27/01/2023 16:42;27/01/2023 16:42;79,581;80,16
4310;27/01/2023 16:42;27/01/2023 16:42;79,575;80,157
4311;27/01/2023 16:42;27/01/2023 16:42;79,584;80,157
4312;27/01/2023 16:42;27/01/2023 16:42;79,578;80,157
4313;27/01/2023 16:42;27/01/2023 16:42;79,575;80,16
4314;27/01/2023 16:42;27/01/2023 16:42;79,575;80,162
4315;27/01/2023 16:42;27/01/2023 16:42;79,569;80,162
4316;27/01/2023 16:42;27/01/2023 16:42;79,578;80,165
4317;27/01/2023 16:42;27/01/2023 16:42;79,575;80,16
4318;27/01/2023 16:43;27/01/2023 16:43;79,581;80,162
4319;27/01/2023 16:43;27/01/2023 16:43;79,578;80,16
4320;27/01/2023 16:43;27/01/2023 16:43;79,581;80,16
4321;27/01/2023 16:43;27/01/2023 16:43;79,575;80,165
4322;27/01/2023 16:43;27/01/2023 16:43;79,575;80,157
4323;30/01/2023 10:13;30/01/2023 10:13;21,515;21,91
4324;30/01/2023 10:13;30/01/2023 10:13;21,76;22,156
4325;30/01/2023 10:13;30/01/2023 10:13;21,991;22,394
4326;30/01/2023 10:13;30/01/2023 10:13;22,213;22,623
4327;30/01/2023 10:13;30/01/2023 10:13;22,426;22,832
4328;30/01/2023 10:14;30/01/2023 10:14;22,637;23,047
4329;30/01/2023 10:14;30/01/2023 10:14;22,854;23,261
4330;30/01/2023 10:14;30/01/2023 10:14;23,084;23,483
4331;30/01/2023 10:14;30/01/2023 10:14;23,325;23,719
4332;30/01/2023 10:14;30/01/2023 10:14;23,581;23,973
4333;30/01/2023 10:14;30/01/2023 10:14;23,866;24,249
4334;30/01/2023 10:14;30/01/2023 10:14;24,165;24,547
4335;30/01/2023 10:14;30/01/2023 10:14;24,497;24,867
4336;30/01/2023 10:14;30/01/2023 10:14;24,849;25,219
4337;30/01/2023 10:14;30/01/2023 10:14;25,236;25,599
4338;30/01/2023 10:14;30/01/2023 10:14;25,643;26,007
4339;30/01/2023 10:14;30/01/2023 10:14;26,083;26,435
4340;30/01/2023 10:15;30/01/2023 10:15;26,545;26,899
4341;30/01/2023 10:15;30/01/2023 10:15;27,038;27,383
4342;30/01/2023 10:15;30/01/2023 10:15;27,558;27,91
4343;30/01/2023 10:15;30/01/2023 10:15;28,101;28,45
4344;30/01/2023 10:15;30/01/2023 10:15;28,673;29,018
4345;30/01/2023 10:15;30/01/2023 10:15;29,262;29,614
4346;30/01/2023 10:15;30/01/2023 10:15;29,882;30,237
4347;30/01/2023 10:15;30/01/2023 10:15;30,519;30,875
4348;30/01/2023 10:15;30/01/2023 10:15;31,185;31,538
4349;30/01/2023 10:15;30/01/2023 10:15;31,861;32,222
4350;30/01/2023 10:15;30/01/2023 10:15;32,569;32,937
4351;30/01/2023 10:15;30/01/2023 10:15;33,285;33,651
4352;30/01/2023 10:16;30/01/2023 10:16;34,03;34,4
4353;30/01/2023 10:16;30/01/2023 10:16;34,783;35,158
4354;30/01/2023 10:16;30/01/2023 10:16;35,56;35,941
4355;30/01/2023 10:16;30/01/2023 10:16;36,35;36,731
4356;30/01/2023 10:16;30/01/2023 10:16;37,159;37,543
4357;30/01/2023 10:16;30/01/2023 10:16;37,977;38,369
4358;30/01/2023 10:16;30/01/2023 10:16;38,816;39,212
4359;30/01/2023 10:16;30/01/2023 10:16;39,658;40,063
4360;30/01/2023 10:16;30/01/2023 10:16;40,522;40,934
4361;30/01/2023 10:16;30/01/2023 10:16;41,383;41,803
4362;30/01/2023 10:16;30/01/2023 10:16;42,255;42,677
4363;30/01/2023 10:16;30/01/2023 10:16;43,145;43,578
4364;30/01/2023 10:17;30/01/2023 10:17;44,03;44,469
4365;30/01/2023 10:17;30/01/2023 10:17;44,933;45,382
4366;30/01/2023 10:17;30/01/2023 10:17;45,831;46,288
4367;30/01/2023 10:17;30/01/2023 10:17;46,745;47,201
4368;30/01/2023 10:17;30/01/2023 10:17;47,653;48,116
4369;30/01/2023 10:17;30/01/2023 10:17;48,576;49,045
4370;30/01/2023 10:17;30/01/2023 10:17;49,492;49,971
4371;30/01/2023 10:17;30/01/2023 10:17;50,415;50,9
4372;30/01/2023 10:17;30/01/2023 10:17;51,329;51,81
4373;30/01/2023 10:17;30/01/2023 10:17;52,261;52,76
4374;30/01/2023 10:17;30/01/2023 10:17;53,166;53,674
4375;30/01/2023 10:17;30/01/2023 10:17;54,091;54,602
4376;30/01/2023 10:18;30/01/2023 10:18;55;55,519
4377;30/01/2023 10:18;30/01/2023 10:18;55,911;56,43
4378;30/01/2023 10:18;30/01/2023 10:18;56,83;57,36
4379;30/01/2023 10:18;30/01/2023 10:18;57,747;58,285
4380;30/01/2023 10:18;30/01/2023 10:18;58,653;59,2
4381;30/01/2023 10:18;30/01/2023 10:18;59,558;60,106
4382;30/01/2023 10:18;30/01/2023 10:18;60,476;61,032
4383;30/01/2023 10:18;30/01/2023 10:18;61,38;61,936
4384;30/01/2023 10:18;30/01/2023 10:18;62,284;62,838
4385;30/01/2023 10:18;30/01/2023 10:18;63,19;63,755
4386;30/01/2023 10:18;30/01/2023 10:18;64,08;64,662
4387;30/01/2023 10:18;30/01/2023 10:18;64,984;65,552
4388;30/01/2023 10:19;30/01/2023 10:19;65,875;66,451
4389;30/01/2023 10:19;30/01/2023 10:19;66,765;67,346
4390;30/01/2023 10:19;30/01/2023 10:19;67,65;68,245
4391;30/01/2023 10:19;30/01/2023 10:19;68,537;69,13
4392;30/01/2023 10:19;30/01/2023 10:19;69,408;70,009
4393;30/01/2023 10:19;30/01/2023 10:19;70,276;70,88
4394;30/01/2023 10:19;30/01/2023 10:19;71,122;71,75
4395;30/01/2023 10:19;30/01/2023 10:19;71,957;72,583
4396;30/01/2023 10:19;30/01/2023 10:19;72,751;73,396
4397;30/01/2023 10:19;30/01/2023 10:19;73,54;74,19
4398;30/01/2023 10:19;30/01/2023 10:19;74,273;74,948
4399;30/01/2023 10:19;30/01/2023 10:19;74,99;75,679
4400;30/01/2023 10:20;30/01/2023 10:20;75,668;76,351
4401;30/01/2023 10:20;30/01/2023 10:20;76,31;77,021
4402;30/01/2023 10:20;30/01/2023 10:20;76,919;77,638
4403;30/01/2023 10:20;30/01/2023 10:20;77,497;78,219
4404;30/01/2023 10:20;30/01/2023 10:20;78,042;78,776
4405;30/01/2023 10:20;30/01/2023 10:20;78,557;79,288
4406;30/01/2023 10:20;30/01/2023 10:20;79,047;79,78
4407;30/01/2023 10:20;30/01/2023 10:20;79,498;80,234
4408;30/01/2023 10:20;30/01/2023 10:20;79,932;80,68
4409;30/01/2023 10:20;30/01/2023 10:20;80,336;81,081
4410;30/01/2023 10:20;30/01/2023 10:20;80,716;81,466
4411;30/01/2023 10:20;30/01/2023 10:20;81,059;81,814
4412;30/01/2023 10:21;30/01/2023 10:21;81,383;82,141
4413;30/01/2023 10:21;30/01/2023 10:21;81,676;82,44
4414;30/01/2023 10:21;30/01/2023 10:21;81,942;82,694
4415;30/01/2023 10:21;30/01/2023 10:21;82,169;82,924
4416;30/01/2023 10:21;30/01/2023 10:21;82,368;83,129
4417;30/01/2023 10:21;30/01/2023 10:21;82,537;83,306
4418;30/01/2023 10:21;30/01/2023 10:21;82,683;83,458
4419;30/01/2023 10:21;30/01/2023 10:21;82,794;83,563
4420;30/01/2023 10:21;30/01/2023 10:21;82,88;83,652
4421;30/01/2023 10:21;30/01/2023 10:21;82,949;83,71
4422;30/01/2023 10:21;30/01/2023 10:21;82,982;83,757
4423;30/01/2023 10:21;30/01/2023 10:21;82,999;83,763
4424;30/01/2023 10:22;30/01/2023 10:22;82,993;83,754
4425;30/01/2023 10:22;30/01/2023 10:22;82,974;83,727
4426;30/01/2023 10:22;30/01/2023 10:22;82,941;83,691
4427;30/01/2023 10:22;30/01/2023 10:22;82,88;83,633
4428;30/01/2023 10:22;30/01/2023 10:22;82,822;83,555
4429;30/01/2023 10:22;30/01/2023 10:22;82,744;83,466
4430;30/01/2023 10:22;30/01/2023 10:22;82,653;83,361
4431;30/01/2023 10:22;30/01/2023 10:22;82,556;83,253
4432;30/01/2023 10:22;30/01/2023 10:22;82,454;83,148
4433;30/01/2023 10:22;30/01/2023 10:22;82,348;83,038
4434;30/01/2023 10:22;30/01/2023 10:22;82,232;82,919
4435;30/01/2023 10:22;30/01/2023 10:22;82,116;82,8
4436;30/01/2023 10:23;30/01/2023 10:23;82;82,678
4437;30/01/2023 10:23;30/01/2023 10:23;81,881;82,545
4438;30/01/2023 10:23;30/01/2023 10:23;81,764;82,404
4439;30/01/2023 10:23;30/01/2023 10:23;81,634;82,279
4440;30/01/2023 10:23;30/01/2023 10:23;81,515;82,152
4441;30/01/2023 10:23;30/01/2023 10:23;81,399;82,036
4442;30/01/2023 10:23;30/01/2023 10:23;81,277;81,903
4443;30/01/2023 10:23;30/01/2023 10:23;81,169;81,787
4444;30/01/2023 10:23;30/01/2023 10:23;81,059;81,662
4445;30/01/2023 10:23;30/01/2023 10:23;80,948;81,551
4446;30/01/2023 10:23;30/01/2023 10:23;80,843;81,443
4447;30/01/2023 10:23;30/01/2023 10:23;80,746;81,316
4448;30/01/2023 10:24;30/01/2023 10:24;80,649;81,222
4449;30/01/2023 10:24;30/01/2023 10:24;80,558;81,122
4450;30/01/2023 10:24;30/01/2023 10:24;80,469;81,034
4451;30/01/2023 10:24;30/01/2023 10:24;80,384;80,934
4452;30/01/2023 10:24;30/01/2023 10:24;80,303;80,857
4453;30/01/2023 10:24;30/01/2023 10:24;80,229;80,774
4454;30/01/2023 10:24;30/01/2023 10:24;80,159;80,691
4455;30/01/2023 10:24;30/01/2023 10:24;80,09;80,627
4456;30/01/2023 10:24;30/01/2023 10:24;80,032;80,558
4457;30/01/2023 10:24;30/01/2023 10:24;79,974;80,494
4458;30/01/2023 10:24;30/01/2023 10:24;79,916;80,439
4459;30/01/2023 10:24;30/01/2023 10:24;79,872;80,392
4460;30/01/2023 10:25;30/01/2023 10:25;79,827;80,336
4461;30/01/2023 10:25;30/01/2023 10:25;79,783;80,301
4462;30/01/2023 10:25;30/01/2023 10:25;79,747;80,262
4463;30/01/2023 10:25;30/01/2023 10:25;79,711;80,22
4464;30/01/2023 10:25;30/01/2023 10:25;79,675;80,184
4465;30/01/2023 10:25;30/01/2023 10:25;79,653;80,154
4466;30/01/2023 10:25;30/01/2023 10:25;79,628;80,123
4467;30/01/2023 10:25;30/01/2023 10:25;79,609;80,101
4468;30/01/2023 10:25;30/01/2023 10:25;79,584;80,082
4469;30/01/2023 10:25;30/01/2023 10:25;79,573;80,065
4470;30/01/2023 10:25;30/01/2023 10:25;79,556;80,051
4471;30/01/2023 10:25;30/01/2023 10:25;79,548;80,04
4472;30/01/2023 10:26;30/01/2023 10:26;79,537;80,029
4473;30/01/2023 10:26;30/01/2023 10:26;79,528;80,004
4474;30/01/2023 10:26;30/01/2023 10:26;79,52;80,004
4475;30/01/2023 10:26;30/01/2023 10:26;79,515;80,002
4476;30/01/2023 10:26;30/01/2023 10:26;79,512;79,991
4477;30/01/2023 10:26;30/01/2023 10:26;79,506;79,982
4478;30/01/2023 10:26;30/01/2023 10:26;79,498;79,991
4479;30/01/2023 10:26;30/01/2023 10:26;79,506;79,991
4480;30/01/2023 10:26;30/01/2023 10:26;79,503;79,985
4481;30/01/2023 10:26;30/01/2023 10:26;79,506;79,988
4482;30/01/2023 10:26;30/01/2023 10:26;79,515;79,991
4483;30/01/2023 10:26;30/01/2023 10:26;79,515;79,991
4484;30/01/2023 10:27;30/01/2023 10:27;79,517;80,004
4485;30/01/2023 10:27;30/01/2023 10:27;79,526;79,999
4486;30/01/2023 10:27;30/01/2023 10:27;79,528;80,004
4487;30/01/2023 10:27;30/01/2023 10:27;79,542;80,013
4488;30/01/2023 10:27;30/01/2023 10:27;79,539;80,013
4489;30/01/2023 10:27;30/01/2023 10:27;79,545;80,021
4490;30/01/2023 10:27;30/01/2023 10:27;79,556;80,032
4491;30/01/2023 10:27;30/01/2023 10:27;79,564;80,043
4492;30/01/2023 10:27;30/01/2023 10:27;79,564;80,04
4493;30/01/2023 10:27;30/01/2023 10:27;79,573;80,049
4494;30/01/2023 10:27;30/01/2023 10:27;79,584;80,057
4495;30/01/2023 10:27;30/01/2023 10:27;79,586;80,06
4496;30/01/2023 10:28;30/01/2023 10:28;79,592;80,068
4497;30/01/2023 10:28;30/01/2023 10:28;79,603;80,079
4498;30/01/2023 10:28;30/01/2023 10:28;79,611;80,079
4499;30/01/2023 10:28;30/01/2023 10:28;79,614;80,085
4500;30/01/2023 10:28;30/01/2023 10:28;79,62;80,093
4501;30/01/2023 10:28;30/01/2023 10:28;79,628;80,101
4502;30/01/2023 10:28;30/01/2023 10:28;79,631;80,098
4503;30/01/2023 10:28;30/01/2023 10:28;79,636;80,115
